user_id,name,email,city,join_date,kyc_status
U0100,User_U0100,u0100@email.com,Ahmedabad,2020-07-19,PENDING
U0101,User_U0101,u0101@email.com,Pune,2020-11-23,PENDING
U0102,User_U0102,u0102@email.com,Bangalore,2020-10-15,REJECTED
U0103,User_U0103,u0103@email.com,Ranchi,2020-12-08,REJECTED
U0104,User_U0104,u0104@email.com,Ahmedabad,2021-05-11,REJECTED
U0105,User_U0105,u0105@email.com,Mumbai,2020-01-06,PENDING
U0106,User_U0106,u0106@email.com,Chennai,2021-08-23,PENDING
U0107,User_U0107,u0107@email.com,Kolkata,2020-07-16,REJECTED
U0108,User_U0108,u0108@email.com,Chennai,2020-07-15,PENDING
U0109,User_U0109,u0109@email.com,Jaipur,2021-01-29,VERIFIED
U0110,User_U0110,u0110@email.com,Mumbai,2022-05-27,REJECTED
U0111,User_U0111,u0111@email.com,Mumbai,2020-06-28,VERIFIED
U0112,User_U0112,u0112@email.com,Bangalore,2022-08-07,PENDING
U0113,User_U0113,u0113@email.com,Chennai,2022-01-21,PENDING
U0114,User_U0114,u0114@email.com,Delhi,2020-01-03,VERIFIED
U0115,User_U0115,u0115@email.com,Ranchi,2022-05-03,VERIFIED
U0116,User_U0116,u0116@email.com,Ranchi,2020-10-31,PENDING
U0117,User_U0117,u0117@email.com,Bangalore,2020-03-31,REJECTED
U0118,User_U0118,u0118@email.com,Ranchi,2020-06-18,PENDING
U0119,User_U0119,u0119@email.com,Jaipur,2022-08-07,REJECTED
U0120,User_U0120,u0120@email.com,Chennai,2022-06-01,PENDING
U0121,User_U0121,u0121@email.com,Mumbai,2022-01-22,REJECTED
U0122,User_U0122,u0122@email.com,Kolkata,2021-09-17,VERIFIED
U0123,User_U0123,u0123@email.com,Delhi,2022-06-27,VERIFIED
U0124,User_U0124,u0124@email.com,Pune,2020-02-14,VERIFIED
U0125,User_U0125,u0125@email.com,Chennai,2020-06-01,PENDING
U0126,User_U0126,u0126@email.com,Mumbai,2022-03-17,PENDING
U0127,User_U0127,u0127@email.com,Pune,2020-12-28,VERIFIED
U0128,User_U0128,u0128@email.com,Delhi,2020-03-14,VERIFIED
U0129,User_U0129,u0129@email.com,Kolkata,2022-11-10,VERIFIED
U0130,User_U0130,u0130@email.com,Bangalore,2021-02-20,VERIFIED
U0131,User_U0131,u0131@email.com,Chennai,2021-12-03,VERIFIED
U0132,User_U0132,u0132@email.com,Kolkata,2020-01-19,PENDING
U0133,User_U0133,u0133@email.com,Bangalore,2022-01-20,VERIFIED
U0134,User_U0134,u0134@email.com,Mumbai,2021-11-11,PENDING
U0135,User_U0135,u0135@email.com,Hyderabad,2020-08-20,PENDING
U0136,User_U0136,u0136@email.com,Jaipur,2021-07-10,REJECTED
U0137,User_U0137,u0137@email.com,Ahmedabad,2020-08-14,PENDING
U0138,User_U0138,u0138@email.com,Chennai,2021-02-28,VERIFIED
U0139,User_U0139,u0139@email.com,Ahmedabad,2020-08-16,VERIFIED
U0140,User_U0140,u0140@email.com,Jaipur,2021-12-02,VERIFIED
U0141,User_U0141,u0141@email.com,Bangalore,2020-02-03,REJECTED
U0142,User_U0142,u0142@email.com,Pune,2022-10-31,VERIFIED
U0143,User_U0143,u0143@email.com,Delhi,2022-12-06,VERIFIED
U0144,User_U0144,u0144@email.com,Jaipur,2022-02-01,REJECTED
U0145,User_U0145,u0145@email.com,Hyderabad,2021-06-14,VERIFIED
U0146,User_U0146,u0146@email.com,Pune,2021-03-13,VERIFIED
U0147,User_U0147,u0147@email.com,Kolkata,2021-03-18,VERIFIED
U0148,User_U0148,u0148@email.com,Kolkata,2021-09-07,REJECTED
U0149,User_U0149,u0149@email.com,Bangalore,2022-04-17,VERIFIED
U0150,User_U0150,u0150@email.com,Pune,2022-04-29,VERIFIED
U0151,User_U0151,u0151@email.com,Pune,2022-07-12,VERIFIED
U0152,User_U0152,u0152@email.com,Delhi,2020-05-24,REJECTED
U0153,User_U0153,u0153@email.com,Chennai,2020-09-15,VERIFIED
U0154,User_U0154,u0154@email.com,Chennai,2020-10-20,PENDING
U0155,User_U0155,u0155@email.com,Kolkata,2020-08-05,VERIFIED
U0156,User_U0156,u0156@email.com,Hyderabad,2020-11-19,VERIFIED
U0157,User_U0157,u0157@email.com,Hyderabad,2021-12-01,PENDING
U0158,User_U0158,u0158@email.com,Hyderabad,2020-08-29,REJECTED
U0159,User_U0159,u0159@email.com,Kolkata,2022-07-08,REJECTED
U0160,User_U0160,u0160@email.com,Ahmedabad,2020-01-08,REJECTED
U0161,User_U0161,u0161@email.com,Mumbai,2021-06-28,VERIFIED
U0162,User_U0162,u0162@email.com,Ranchi,2021-04-13,REJECTED
U0163,User_U0163,u0163@email.com,Mumbai,2021-08-20,VERIFIED
U0164,User_U0164,u0164@email.com,Bangalore,2022-10-31,PENDING
U0165,User_U0165,u0165@email.com,Ahmedabad,2021-02-04,REJECTED
U0166,User_U0166,u0166@email.com,Pune,2020-03-28,PENDING
U0167,User_U0167,u0167@email.com,Kolkata,2021-06-23,REJECTED
U0168,User_U0168,u0168@email.com,Pune,2020-12-20,PENDING
U0169,User_U0169,u0169@email.com,Delhi,2020-03-30,VERIFIED
U0170,User_U0170,u0170@email.com,Delhi,2022-10-12,PENDING
U0171,User_U0171,u0171@email.com,Chennai,2022-04-18,VERIFIED
U0172,User_U0172,u0172@email.com,Mumbai,2022-06-15,REJECTED
U0173,User_U0173,u0173@email.com,Ranchi,2020-02-11,VERIFIED
U0174,User_U0174,u0174@email.com,Pune,2022-02-21,REJECTED
U0175,User_U0175,u0175@email.com,Jaipur,2022-12-19,PENDING
U0176,User_U0176,u0176@email.com,Bangalore,2022-08-20,VERIFIED
U0177,User_U0177,u0177@email.com,Ahmedabad,2021-10-06,PENDING
U0178,User_U0178,u0178@email.com,Delhi,2022-09-20,VERIFIED
U0179,User_U0179,u0179@email.com,Mumbai,2021-02-28,VERIFIED
U0180,User_U0180,u0180@email.com,Pune,2020-04-07,PENDING
U0181,User_U0181,u0181@email.com,Jaipur,2021-03-08,REJECTED
U0182,User_U0182,u0182@email.com,Kolkata,2022-01-07,REJECTED
U0183,User_U0183,u0183@email.com,Pune,2021-01-08,PENDING
U0184,User_U0184,u0184@email.com,Kolkata,2022-01-19,REJECTED
U0185,User_U0185,u0185@email.com,Ranchi,2020-11-26,REJECTED
U0186,User_U0186,u0186@email.com,Pune,2022-04-08,VERIFIED
U0187,User_U0187,u0187@email.com,Bangalore,2022-03-15,VERIFIED
U0188,User_U0188,u0188@email.com,Delhi,2022-06-15,PENDING
U0189,User_U0189,u0189@email.com,Kolkata,2020-04-25,PENDING
U0190,User_U0190,u0190@email.com,Bangalore,2021-03-28,REJECTED
U0191,User_U0191,u0191@email.com,Pune,2021-10-21,VERIFIED
U0192,User_U0192,u0192@email.com,Chennai,2021-01-09,REJECTED
U0193,User_U0193,u0193@email.com,Ranchi,2021-11-02,VERIFIED
U0194,User_U0194,u0194@email.com,Mumbai,2022-04-26,REJECTED
U0195,User_U0195,u0195@email.com,Chennai,2020-03-23,VERIFIED
U0196,User_U0196,u0196@email.com,Kolkata,2022-10-01,VERIFIED
U0197,User_U0197,u0197@email.com,Ahmedabad,2020-04-06,PENDING
U0198,User_U0198,u0198@email.com,Delhi,2020-02-01,PENDING
U0199,User_U0199,u0199@email.com,Ranchi,2020-10-21,REJECTED
U0200,User_U0200,u0200@email.com,Mumbai,2020-11-04,PENDING
U0201,User_U0201,u0201@email.com,Jaipur,2021-11-04,VERIFIED
U0202,User_U0202,u0202@email.com,Bangalore,2021-07-14,PENDING
U0203,User_U0203,u0203@email.com,Hyderabad,2020-06-09,VERIFIED
U0204,User_U0204,u0204@email.com,Ahmedabad,2020-12-14,REJECTED
U0205,User_U0205,u0205@email.com,Ranchi,2020-11-12,REJECTED
U0206,User_U0206,u0206@email.com,Hyderabad,2020-08-11,PENDING
U0207,User_U0207,u0207@email.com,Ranchi,2021-01-02,PENDING
U0208,User_U0208,u0208@email.com,Jaipur,2021-01-16,VERIFIED
U0209,User_U0209,u0209@email.com,Pune,2020-08-14,REJECTED
U0210,User_U0210,u0210@email.com,Bangalore,2022-04-18,VERIFIED
U0211,User_U0211,u0211@email.com,Mumbai,2020-06-27,REJECTED
U0212,User_U0212,u0212@email.com,Ahmedabad,2021-11-15,PENDING
U0213,User_U0213,u0213@email.com,Bangalore,2022-09-10,VERIFIED
U0214,User_U0214,u0214@email.com,Ranchi,2022-10-17,REJECTED
U0215,User_U0215,u0215@email.com,Jaipur,2022-06-23,REJECTED
U0216,User_U0216,u0216@email.com,Delhi,2020-03-05,PENDING
U0217,User_U0217,u0217@email.com,Hyderabad,2022-02-24,REJECTED
U0218,User_U0218,u0218@email.com,Ahmedabad,2020-09-08,REJECTED
U0219,User_U0219,u0219@email.com,Bangalore,2021-04-23,VERIFIED
U0220,User_U0220,u0220@email.com,Mumbai,2020-11-01,REJECTED
U0221,User_U0221,u0221@email.com,Hyderabad,2020-07-31,PENDING
U0222,User_U0222,u0222@email.com,Ranchi,2020-08-14,PENDING
U0223,User_U0223,u0223@email.com,Kolkata,2020-01-28,REJECTED
U0224,User_U0224,u0224@email.com,Jaipur,2020-11-23,VERIFIED
U0225,User_U0225,u0225@email.com,Ranchi,2020-07-12,PENDING
U0226,User_U0226,u0226@email.com,Chennai,2022-11-05,REJECTED
U0227,User_U0227,u0227@email.com,Bangalore,2021-04-02,VERIFIED
U0228,User_U0228,u0228@email.com,Jaipur,2020-08-30,VERIFIED
U0229,User_U0229,u0229@email.com,Ahmedabad,2021-07-07,VERIFIED
U0230,User_U0230,u0230@email.com,Mumbai,2021-06-10,PENDING
U0231,User_U0231,u0231@email.com,Kolkata,2021-08-10,PENDING
U0232,User_U0232,u0232@email.com,Delhi,2020-08-18,REJECTED
U0233,User_U0233,u0233@email.com,Jaipur,2020-02-06,REJECTED
U0234,User_U0234,u0234@email.com,Mumbai,2022-08-12,VERIFIED
U0235,User_U0235,u0235@email.com,Ahmedabad,2021-11-17,REJECTED
U0236,User_U0236,u0236@email.com,Delhi,2020-12-24,REJECTED
U0237,User_U0237,u0237@email.com,Ahmedabad,2021-07-14,REJECTED
U0238,User_U0238,u0238@email.com,Kolkata,2020-11-25,REJECTED
U0239,User_U0239,u0239@email.com,Chennai,2021-07-25,VERIFIED
U0240,User_U0240,u0240@email.com,Ranchi,2022-04-07,VERIFIED
U0241,User_U0241,u0241@email.com,Ahmedabad,2020-10-05,VERIFIED
U0242,User_U0242,u0242@email.com,Ahmedabad,2022-01-28,PENDING
U0243,User_U0243,u0243@email.com,Ahmedabad,2020-05-28,REJECTED
U0244,User_U0244,u0244@email.com,Ahmedabad,2022-12-28,REJECTED
U0245,User_U0245,u0245@email.com,Ahmedabad,2021-09-30,REJECTED
U0246,User_U0246,u0246@email.com,Jaipur,2022-09-30,VERIFIED
U0247,User_U0247,u0247@email.com,Kolkata,2020-12-17,VERIFIED
U0248,User_U0248,u0248@email.com,Delhi,2022-06-17,VERIFIED
U0249,User_U0249,u0249@email.com,Delhi,2022-04-04,PENDING
U0250,User_U0250,u0250@email.com,Mumbai,2022-01-02,PENDING
U0251,User_U0251,u0251@email.com,Ahmedabad,2021-12-05,PENDING
U0252,User_U0252,u0252@email.com,Hyderabad,2020-05-22,VERIFIED
U0253,User_U0253,u0253@email.com,Bangalore,2021-08-24,REJECTED
U0254,User_U0254,u0254@email.com,Delhi,2022-04-25,PENDING
U0255,User_U0255,u0255@email.com,Hyderabad,2020-12-09,PENDING
U0256,User_U0256,u0256@email.com,Pune,2022-10-01,VERIFIED
U0257,User_U0257,u0257@email.com,Ranchi,2020-02-19,PENDING
U0258,User_U0258,u0258@email.com,Ranchi,2021-02-19,PENDING
U0259,User_U0259,u0259@email.com,Chennai,2021-05-24,REJECTED
U0260,User_U0260,u0260@email.com,Ranchi,2022-09-22,PENDING
U0261,User_U0261,u0261@email.com,Ahmedabad,2022-02-17,REJECTED
U0262,User_U0262,u0262@email.com,Hyderabad,2020-08-26,PENDING
U0263,User_U0263,u0263@email.com,Pune,2022-07-03,VERIFIED
U0264,User_U0264,u0264@email.com,Hyderabad,2021-12-25,REJECTED
U0265,User_U0265,u0265@email.com,Bangalore,2022-10-14,REJECTED
U0266,User_U0266,u0266@email.com,Chennai,2021-04-18,REJECTED
U0267,User_U0267,u0267@email.com,Chennai,2020-09-03,REJECTED
U0268,User_U0268,u0268@email.com,Chennai,2021-03-11,REJECTED
U0269,User_U0269,u0269@email.com,Chennai,2020-12-15,REJECTED
U0270,User_U0270,u0270@email.com,Bangalore,2020-11-20,REJECTED
U0271,User_U0271,u0271@email.com,Ranchi,2020-03-10,PENDING
U0272,User_U0272,u0272@email.com,Kolkata,2020-03-08,REJECTED
U0273,User_U0273,u0273@email.com,Pune,2021-02-20,REJECTED
U0274,User_U0274,u0274@email.com,Mumbai,2022-01-18,REJECTED
U0275,User_U0275,u0275@email.com,Mumbai,2020-02-11,VERIFIED
U0276,User_U0276,u0276@email.com,Chennai,2022-05-15,REJECTED
U0277,User_U0277,u0277@email.com,Ranchi,2022-03-04,PENDING
U0278,User_U0278,u0278@email.com,Ranchi,2021-10-26,REJECTED
U0279,User_U0279,u0279@email.com,Delhi,2022-10-01,VERIFIED
U0280,User_U0280,u0280@email.com,Ahmedabad,2020-08-08,PENDING
U0281,User_U0281,u0281@email.com,Kolkata,2022-06-17,PENDING
U0282,User_U0282,u0282@email.com,Chennai,2021-03-21,VERIFIED
U0283,User_U0283,u0283@email.com,Mumbai,2020-12-23,PENDING
U0284,User_U0284,u0284@email.com,Ranchi,2020-10-07,VERIFIED
U0285,User_U0285,u0285@email.com,Bangalore,2020-03-22,REJECTED
U0286,User_U0286,u0286@email.com,Kolkata,2021-08-27,PENDING
U0287,User_U0287,u0287@email.com,Ranchi,2022-10-31,REJECTED
U0288,User_U0288,u0288@email.com,Chennai,2020-03-08,PENDING
U0289,User_U0289,u0289@email.com,Ahmedabad,2020-02-01,REJECTED
U0290,User_U0290,u0290@email.com,Kolkata,2022-02-26,VERIFIED
U0291,User_U0291,u0291@email.com,Ranchi,2022-10-08,VERIFIED
U0292,User_U0292,u0292@email.com,Ahmedabad,2021-02-13,VERIFIED
U0293,User_U0293,u0293@email.com,Ahmedabad,2021-01-30,PENDING
U0294,User_U0294,u0294@email.com,Delhi,2021-09-27,VERIFIED
U0295,User_U0295,u0295@email.com,Jaipur,2021-06-10,PENDING
U0296,User_U0296,u0296@email.com,Jaipur,2022-05-13,VERIFIED
U0297,User_U0297,u0297@email.com,Ahmedabad,2020-08-25,VERIFIED
U0298,User_U0298,u0298@email.com,Hyderabad,2022-05-08,VERIFIED
U0299,User_U0299,u0299@email.com,Kolkata,2022-05-12,PENDING
U0300,User_U0300,u0300@email.com,Delhi,2022-07-28,PENDING
U0301,User_U0301,u0301@email.com,Chennai,2021-06-07,VERIFIED
U0302,User_U0302,u0302@email.com,Ranchi,2022-11-19,VERIFIED
U0303,User_U0303,u0303@email.com,Ranchi,2022-12-15,VERIFIED
U0304,User_U0304,u0304@email.com,Ranchi,2021-06-16,VERIFIED
U0305,User_U0305,u0305@email.com,Pune,2021-08-04,VERIFIED
U0306,User_U0306,u0306@email.com,Jaipur,2021-05-18,REJECTED
U0307,User_U0307,u0307@email.com,Kolkata,2021-12-31,REJECTED
U0308,User_U0308,u0308@email.com,Mumbai,2021-04-27,REJECTED
U0309,User_U0309,u0309@email.com,Kolkata,2022-09-07,VERIFIED
U0310,User_U0310,u0310@email.com,Kolkata,2020-09-27,REJECTED
U0311,User_U0311,u0311@email.com,Mumbai,2021-12-22,VERIFIED
U0312,User_U0312,u0312@email.com,Jaipur,2021-11-13,REJECTED
U0313,User_U0313,u0313@email.com,Chennai,2022-10-08,VERIFIED
U0314,User_U0314,u0314@email.com,Ahmedabad,2022-06-01,VERIFIED
U0315,User_U0315,u0315@email.com,Hyderabad,2021-04-25,PENDING
U0316,User_U0316,u0316@email.com,Hyderabad,2022-12-29,REJECTED
U0317,User_U0317,u0317@email.com,Hyderabad,2020-04-30,REJECTED
U0318,User_U0318,u0318@email.com,Delhi,2022-01-11,REJECTED
U0319,User_U0319,u0319@email.com,Hyderabad,2020-03-08,VERIFIED
U0320,User_U0320,u0320@email.com,Pune,2021-10-22,REJECTED
U0321,User_U0321,u0321@email.com,Pune,2022-03-12,PENDING
U0322,User_U0322,u0322@email.com,Ahmedabad,2020-07-10,REJECTED
U0323,User_U0323,u0323@email.com,Chennai,2020-02-04,VERIFIED
U0324,User_U0324,u0324@email.com,Ranchi,2022-06-19,REJECTED
U0325,User_U0325,u0325@email.com,Ahmedabad,2021-03-10,VERIFIED
U0326,User_U0326,u0326@email.com,Hyderabad,2020-12-06,PENDING
U0327,User_U0327,u0327@email.com,Delhi,2021-01-06,REJECTED
U0328,User_U0328,u0328@email.com,Mumbai,2021-10-06,REJECTED
U0329,User_U0329,u0329@email.com,Ahmedabad,2020-09-20,PENDING
U0330,User_U0330,u0330@email.com,Mumbai,2022-01-08,VERIFIED
U0331,User_U0331,u0331@email.com,Ranchi,2020-01-16,PENDING
U0332,User_U0332,u0332@email.com,Ahmedabad,2021-02-11,VERIFIED
U0333,User_U0333,u0333@email.com,Pune,2022-05-23,VERIFIED
U0334,User_U0334,u0334@email.com,Chennai,2020-08-03,VERIFIED
U0335,User_U0335,u0335@email.com,Hyderabad,2020-12-23,VERIFIED
U0336,User_U0336,u0336@email.com,Bangalore,2021-06-07,REJECTED
U0337,User_U0337,u0337@email.com,Kolkata,2022-05-19,REJECTED
U0338,User_U0338,u0338@email.com,Ranchi,2021-04-09,VERIFIED
U0339,User_U0339,u0339@email.com,Pune,2021-05-02,PENDING
U0340,User_U0340,u0340@email.com,Ranchi,2020-05-30,PENDING
U0341,User_U0341,u0341@email.com,Delhi,2022-09-12,REJECTED
U0342,User_U0342,u0342@email.com,Mumbai,2022-10-01,VERIFIED
U0343,User_U0343,u0343@email.com,Mumbai,2022-08-30,REJECTED
U0344,User_U0344,u0344@email.com,Ahmedabad,2020-08-02,PENDING
U0345,User_U0345,u0345@email.com,Pune,2020-07-19,PENDING
U0346,User_U0346,u0346@email.com,Jaipur,2020-10-17,PENDING
U0347,User_U0347,u0347@email.com,Chennai,2021-08-08,REJECTED
U0348,User_U0348,u0348@email.com,Mumbai,2021-09-03,REJECTED
U0349,User_U0349,u0349@email.com,Jaipur,2022-09-28,PENDING
U0350,User_U0350,u0350@email.com,Ahmedabad,2021-05-11,REJECTED
U0351,User_U0351,u0351@email.com,Bangalore,2020-11-09,VERIFIED
U0352,User_U0352,u0352@email.com,Bangalore,2022-04-11,VERIFIED
U0353,User_U0353,u0353@email.com,Pune,2021-02-27,REJECTED
U0354,User_U0354,u0354@email.com,Ahmedabad,2021-10-02,VERIFIED
U0355,User_U0355,u0355@email.com,Hyderabad,2020-11-25,REJECTED
U0356,User_U0356,u0356@email.com,Mumbai,2022-04-30,PENDING
U0357,User_U0357,u0357@email.com,Ahmedabad,2020-03-22,PENDING
U0358,User_U0358,u0358@email.com,Pune,2020-03-03,PENDING
U0359,User_U0359,u0359@email.com,Ahmedabad,2020-07-04,VERIFIED
U0360,User_U0360,u0360@email.com,Hyderabad,2020-05-16,REJECTED
U0361,User_U0361,u0361@email.com,Pune,2020-09-16,VERIFIED
U0362,User_U0362,u0362@email.com,Bangalore,2021-08-13,PENDING
U0363,User_U0363,u0363@email.com,Delhi,2021-12-11,REJECTED
U0364,User_U0364,u0364@email.com,Ahmedabad,2020-05-27,PENDING
U0365,User_U0365,u0365@email.com,Ahmedabad,2020-01-22,PENDING
U0366,User_U0366,u0366@email.com,Chennai,2021-03-03,PENDING
U0367,User_U0367,u0367@email.com,Ahmedabad,2020-10-13,PENDING
U0368,User_U0368,u0368@email.com,Bangalore,2021-07-07,VERIFIED
U0369,User_U0369,u0369@email.com,Ranchi,2020-10-03,PENDING
U0370,User_U0370,u0370@email.com,Jaipur,2022-01-26,PENDING
U0371,User_U0371,u0371@email.com,Chennai,2022-12-07,VERIFIED
U0372,User_U0372,u0372@email.com,Pune,2022-01-05,PENDING
U0373,User_U0373,u0373@email.com,Ranchi,2022-10-25,PENDING
U0374,User_U0374,u0374@email.com,Delhi,2022-03-27,REJECTED
U0375,User_U0375,u0375@email.com,Kolkata,2020-07-11,REJECTED
U0376,User_U0376,u0376@email.com,Delhi,2022-04-30,REJECTED
U0377,User_U0377,u0377@email.com,Ahmedabad,2020-10-21,REJECTED
